"lat","lon","date","site","anem_id","sample_id"
10.6410562224,124.779961912425,"2017-06-15","Haina","2937","APCL17_647"
10.641060790525,124.779962792525,"2017-06-15","Haina","2937","APCL17_646"
10.640983739875,124.780266762225,"2017-06-15","Haina","2936","APCL17_645"
10.640425735625,124.780803476425,"2017-06-15","Haina","2435","APCL17_644"
10.640425735625,124.780803476425,"2017-06-15","Haina","2435","APCL17_644"
10.6413058564,124.78140152525,"2017-06-15","Haina","2934","APCL17_643"
10.64130679935,124.781417010825,"2017-06-15","Haina","2934","APCL17_642"
10.640648484675,124.7813495784,"2017-06-15","Haina","2933","APCL17_641"
10.640667385875,124.781356367725,"2017-06-15","Haina","2933","APCL17_640"
10.64064433565,124.78135724785,"2017-06-15","Haina","2933","APCL17_639"
10.640653660525,124.7813556972,"2017-06-15","Haina","2933","APCL17_638"
10.64068029405,124.78115335805,"2017-06-15","Haina","2932","APCL17_637"
10.640678848125,124.78115679465,"2017-06-15","Haina","2931","APCL17_636"
10.640565336225,124.781066186275,"2017-06-15","Haina","2930","APCL17_635"
10.6406995305,124.7808609763,"2017-06-15","Haina","2929","APCL17_634"
10.6406908552,124.780852175325,"2017-06-15","Haina","2929","APCL17_633"
10.64052747095,124.78086512535,"2017-06-15","Haina","2928","APCL17_632"
10.64052941975,124.7808651044,"2017-06-15","Haina","2928","APCL17_631"
10.64053996,124.780811020175,"2017-06-15","Haina","2927","APCL17_630"
10.640678533825,124.779842658875,"2017-06-15","Haina","2925","APCL17_629"
10.64070194025,124.77955717125,"2017-06-15","Haina","2923","APCL17_628"
10.640702212675,124.77955505485,"2017-06-15","Haina","2923","APCL17_627"
10.640733519125,124.779454534875,"2017-06-15","Haina","2921","APCL17_626"
10.640739889375,124.779428488125,"2017-06-15","Haina","2921","APCL17_625"
10.6407645531,124.77925265675,"2017-06-15","Haina","2920","APCL17_624"
10.6409015553,124.779097486775,"2017-06-15","Haina","2919","APCL17_623"
10.64090130385,124.77909807345,"2017-06-15","Haina","2919","APCL17_622"
10.64089598135,124.77910907475,"2017-06-15","Haina","2917","APCL17_621"
10.641017477025,124.7790976544,"2017-06-15","Haina","2916","APCL17_620"
10.64102062025,124.77910155195,"2017-06-15","Haina","2916","APCL17_619"
