"lat","lon","date","site","anem_id","anem_obs"
10.743808234125,124.78652534075,"2017-05-12","Visca","2309",NA
10.7438275125,124.786551240825,"2017-05-12","Visca","2309",NA
10.74365712935,124.786800497675,"2017-05-12","Visca","2312",NA
10.871497371675,124.714145427575,"2017-05-13","Wangag","892",NA
10.871465583325,124.714154878175,"2017-05-13","Wangag","2589",NA
10.871510237925,124.7141580633,"2017-05-13","Wangag","2586",NA
10.871512165725,124.7142227087,"2017-05-13","Wangag","2587",NA
10.87147503395,124.714162652375,"2017-05-13","Wangag","2577",NA
10.87148660095,124.7141571203,"2017-05-13","Wangag","2282",NA
10.871490016575,124.714155276275,"2017-05-13","Wangag","2282",NA
10.8715644269,124.71417465945,"2017-05-13","Wangag","2599",NA
10.8714945428,124.71413186985,"2017-05-13","Wangag","2579",NA
10.87154988435,124.714160473075,"2017-05-13","Wangag","2584",NA
10.871491860625,124.7141195694,"2017-05-13","Wangag","2589",NA
10.871450412075,124.7141694208,"2017-05-13","Wangag","2590",NA
10.871541670075,124.71413909925,"2017-05-13","Wangag","2038",NA
10.8714426588,124.71415051955,"2017-05-13","Wangag","2295",NA
10.871473378525,124.714176063425,"2017-05-13","Wangag","2577",NA
10.871882373475,124.713752002,"2017-05-14","Wangag","2601",NA
10.87147029815,124.714216296575,"2017-05-13","Wangag","2591",NA
10.871437776375,124.7142408555,"2017-05-13","Wangag","2592",NA
10.871878894975,124.7137687239,"2017-05-14","Wangag","2603",NA
10.871491357675,124.7142563411,"2017-05-13","Wangag","2282",NA
10.871884992825,124.713765999775,"2017-05-14","Wangag","2605",NA
10.8715110761,124.7142300848,"2017-05-13","Wangag","2594",NA
10.87157039905,124.71423171925,"2017-05-13","Wangag","2575",NA
10.871884783275,124.713771909025,"2017-05-14","Wangag","2607",NA
10.871553886675,124.714247225775,"2017-05-13","Wangag","2285",NA
10.871468621775,124.7141735698,"2017-05-13","Wangag","2034",NA
10.871564070725,124.7141530761,"2017-05-13","Wangag","2596",NA
10.87156126275,124.71413163935,"2017-05-13","Wangag","2597",NA
10.871966297275,124.713825783675,"2017-05-14","Wangag","2609",NA
10.872996265525,124.7116181161,"2017-05-15","Palanas","2486",NA
10.87157492525,124.7140786238,"2017-05-13","Wangag","2560",NA
10.87154514855,124.7140711639,"2017-05-13","Wangag","2584",NA
10.872995133975,124.71162746195,"2017-05-15","Palanas","2477",NA
10.87156390305,124.714094633225,"2017-05-13","Wangag","2585",NA
10.871486684775,124.71409490565,"2017-05-13","Wangag","2038",NA
10.8729971666,124.7116209031,"2017-05-15","Palanas","2018",NA
10.87187853875,124.713785424825,"2017-05-14","Wangag","1063",NA
10.871881556225,124.7137763933,"2017-05-14","Wangag","2601",NA
10.872985809125,124.7116108239,"2017-05-15","Palanas","2612",NA
10.871898026675,124.713808391225,"2017-05-14","Wangag","2603",NA
10.872986312025,124.711621364125,"2017-05-15","Palanas","2491",NA
10.8719128836,124.713795252625,"2017-05-14","Wangag","2604",NA
10.871933775475,124.71378194635,"2017-05-14","Wangag","2605",NA
10.87385662595,124.71075461245,"2017-05-15","Palanas","2613",NA
10.87168164785,124.7140180855,"2017-05-14","Wangag","2047",NA
10.87168850005,124.7140176664,"2017-05-14","Wangag","2606",NA
10.87182889695,124.713756088175,"2017-05-14","Wangag","2607",NA
10.8718383475,124.713731466325,"2017-05-14","Wangag","2608",NA
10.873865364125,124.71076712245,"2017-05-15","Palanas","2012",NA
10.872976023225,124.7116000741,"2017-05-15","Palanas","2487",NA
10.8729951759,124.711570485975,"2017-05-15","Palanas","2486",NA
10.8731170697,124.711613401325,"2017-05-15","Palanas","2485",NA
10.873096387375,124.71159554785,"2017-05-15","Palanas","2610",NA
10.873164385525,124.711791349125,"2017-05-15","Palanas","2477",NA
10.8729736763,124.711863663975,"2017-05-15","Palanas","2018",NA
10.87288843235,124.711850399625,"2017-05-15","Palanas","2612",NA
10.872860625375,124.7118604579,"2017-05-15","Palanas","2492",NA
10.8728119894,124.711831833725,"2017-05-15","Palanas","2491",NA
10.872775947225,124.7118347883,"2017-05-15","Palanas","2490",NA
10.8728389791,124.71178887645,"2017-05-15","Palanas","2489",NA
10.873893150125,124.710703839075,"2017-05-15","Palanas","2613",NA
10.873874207025,124.71071764825,"2017-05-15","Palanas","2014",NA
10.8739555953,124.71077879425,"2017-05-15","Palanas","2215",NA
10.873975125125,124.710738917325,"2017-05-15","Palanas","2614",NA
10.87399976795,124.710748284125,"2017-05-15","Palanas","2012",NA
10.873983192725,124.710797444,"2017-05-15","Palanas","2615",NA
10.873998007725,124.710820473275,"2017-05-15","Palanas","2616",NA
10.87394928795,124.710893500625,"2017-05-15","Palanas","2211",NA
10.873937637075,124.7108833166,"2017-05-15","Palanas","2202",NA
10.87388883345,124.710789942175,"2017-05-15","Palanas","2201",NA
10.873849333725,124.710879293275,"2017-05-15","Palanas","2618",NA
10.8738198504,124.710887214125,"2017-05-15","Palanas","2008",NA
10.874288880725,124.71063609235,"2017-05-16","Palanas","2620",NA
10.874323477025,124.710656502275,"2017-05-16","Palanas","2010",NA
10.87439346595,124.710606315625,"2017-05-16","Palanas","2002",NA
10.87442278165,124.7105971584,"2017-05-16","Palanas","2621",NA
10.874419219325,124.7107258835,"2017-05-16","Palanas","2205",NA
10.8743734332,124.710647596525,"2017-05-16","Palanas","2203",NA
10.872895766525,124.71241906985,"2017-05-18","Palanas","876",NA
10.8728564973,124.7122250497,"2017-05-18","Palanas","2493",NA
10.872869656875,124.71219600645,"2017-05-18","Palanas","2238",NA
10.87290060705,124.712180080825,"2017-05-18","Palanas","2623",NA
10.872943480475,124.7121618502,"2017-05-18","Palanas","2624",NA
10.87301123142,124.71217546242,"2017-05-18","Palanas","2020",NA
10.87288436715,124.712159503225,"2017-05-18","Palanas","421",NA
10.873011478675,124.712194665325,"2017-05-18","Palanas","874",NA
10.873033041125,124.712157764,"2017-05-18","Palanas","2236",NA
10.87306910008,124.71214696394,"2017-05-18","Palanas","2625",NA
10.8730982314,124.71198350425,"2017-05-18","Palanas","432",NA
10.87316980028,124.71201634032,"2017-05-18","Palanas","2628",NA
10.873270249,124.71195006045,"2017-05-18","Palanas","112",NA
