"lat","lon","date","site","anem_id","anem_obs"
10.74352081865,124.78658309205,"2015-05-28","Visca","1338",NA
10.743688393825,124.786750373875,"2015-05-28","Visca","1285",NA
10.7434153324,124.78691315045,"2015-05-28","Visca","801",NA
10.74297664455,124.787170642525,"2015-05-28","Visca","1284",NA
10.72823143095,124.79335380485,"2015-05-28","Gabas","1287",NA
10.728110522025,124.793397181225,"2015-05-28","Gabas","1339",NA
10.727182352,124.79335495735,"2015-05-28","Gabas","1340",NA
10.8746566996,124.7106804326,"2015-05-29","Palanas","2001",NA
10.87451943756,124.71059641242,"2015-05-29","Palanas","132",NA
10.87450027652,124.7105826158,"2015-05-29","Palanas","966",NA
10.8743993123,124.710573584325,"2015-05-29","Palanas","2002",NA
10.874425400975,124.710578634425,"2015-05-29","Palanas","965",NA
10.874255395025,124.710672553625,"2015-05-29","Palanas","1027",NA
10.87409286574,124.71069719642,"2015-05-29","Palanas","2003",NA
10.8741020690667,124.710704656333,"2015-05-29","Palanas","492",NA
10.874110974825,124.710736821875,"2015-05-29","Palanas","2004",NA
10.8741245046,124.7107528802,"2015-05-29","Palanas","1033",NA
10.8741689357,124.71075123875,"2015-05-29","Palanas","2005",NA
10.874023719225,124.710646905,"2015-05-29","Palanas","2006",NA
10.873900547175,124.710511243875,"2015-05-29","Palanas","487",NA
10.87390073575,124.710483897925,"2015-05-29","Palanas","946",NA
10.87382802275,124.71046736465,"2015-05-29","Palanas","2007",NA
10.873695001925,124.710763057225,"2015-05-29","Palanas","257",NA
10.87377827615,124.7109159641,"2015-05-29","Palanas","2008",NA
10.87379680015,124.710921705675,"2015-05-29","Palanas","944",NA
10.87384509668,124.7109116055,"2015-05-29","Palanas","943",NA
10.8738513873,124.710931261075,"2015-05-29","Palanas","942",NA
10.873872258225,124.71097744535,"2015-05-29","Palanas","959",NA
10.87429541865,124.710887025575,"2015-05-29","Palanas","730",NA
10.87429541865,124.710887025575,"2015-05-29","Palanas","970",NA
10.87429624424,124.7108556144,"2015-05-29","Palanas","969",NA
10.874248459,124.71081810535,"2015-05-29","Palanas","2009",NA
10.87423829595,124.710830238175,"2015-05-29","Palanas","1031",NA
10.87414217645,124.710793357825,"2015-05-29","Palanas","2005",NA
10.874385461225,124.7107248567,"2015-05-29","Palanas","726",NA
10.8743138588,124.710713122025,"2015-05-29","Palanas","2010",NA
10.8743334515,124.710785499775,"2015-05-29","Palanas","1026",NA
10.8744114451,124.7107446799,"2015-05-29","Palanas","949",NA
10.8740709163,124.7107411735,"2015-05-29","Palanas","2011",NA
10.87403968675,124.710770118975,"2015-05-29","Palanas","2012",NA
10.8738658461,124.71072066575,"2015-05-29","Palanas","2014",NA
10.8735332731333,124.710977152,"2015-05-29","Palanas","480",NA
10.87350634625,124.710972981975,"2015-05-29","Palanas","479",NA
10.873544944925,124.711117548875,"2015-05-29","Palanas","478",NA
10.873569629625,124.711171633125,"2015-05-29","Palanas","939",NA
10.874345207125,124.7106206068,"2015-05-30","Palanas","1029",NA
10.873855641125,124.710914769675,"2015-05-30","Palanas","943",NA
10.873802583675,124.711073816275,"2015-05-30","Palanas","498",NA
10.87379824605,124.711179197775,"2015-05-30","Palanas","958",NA
10.87375289995,124.711275380125,"2015-05-30","Palanas","2016",NA
10.87373393585,124.711310646975,"2015-05-30","Palanas","108",NA
10.873641525375,124.7114618984,"2015-05-30","Palanas","435",NA
10.87366071995,124.711340738,"2015-05-30","Palanas","938",NA
10.873590291,124.71164812335,"2015-05-30","Palanas","434",NA
