"anem_id","lat","lon"
1,10.74483625,124.78578275
2,10.74478825,124.785889
3,10.744782625,124.7858905
4,10.744503,124.78598875
5,10.74401075,124.786317875
6,10.744015875,124.786359375
7,10.74397625,124.786334875
8,10.7438305,124.786437875
9,10.7437485,124.786443875
10,10.74377225,124.78639
11,10.7434655,124.786617125
12,10.74337375,124.786727375
13,10.743299625,124.78690825
14,10.764444125,124.785366
15,10.7435055,124.78663375
16,10.76445725,124.78541225
17,10.76435025,124.78536125
18,10.7642431703875,124.785352491013
19,10.764211,124.78534325
20,10.76418475,124.78535325
21,10.7641985,124.785263
22,10.76420880905,124.78527010455
23,10.763917,124.785231
24,10.7566095,124.78598
25,10.7565965,124.78595125
26,10.756493,124.7858565
27,10.7564775,124.78582425
28,10.75633,124.78581175
29,10.75628575,124.78579875
30,10.75623175,124.78573225
31,10.756227849475,124.785639043588
32,10.75565025,124.7854455
33,10.7551455,124.785205
34,10.75506275,124.785089625
35,10.7550025,124.7851245
36,10.754369,124.784884
37,10.76840125,124.784074
38,10.7684705,124.784024
39,10.76858125,124.783944
40,10.7685985,124.7839055
41,10.7685435,124.7839685
42,10.7688715,124.783722
43,10.768922,124.78377225
44,10.769013,124.783695
45,10.76895575,124.7836465
46,10.76933825,124.78355625
47,10.7693565,124.783488
48,10.77285975,124.78316
49,10.7443475,124.78657875
50,10.743469,124.7866575
51,10.74400075,124.78630225
52,10.80631775,124.76606375
53,10.8063815,124.766043
54,10.80646225,124.766024
55,10.8107245,124.764624
56,10.8108175,124.764718
57,10.809143,124.765432
58,10.80638075,124.766116
59,10.80446575,124.76674175
60,10.79974125,124.7682465
61,10.79971225,124.76828625
62,10.7996235,124.76837725
63,10.79940525,124.76847225
64,10.79929625,124.76849625
65,10.79920025,124.76846975
66,10.799028,124.768565
67,10.798977,124.7686135
68,10.7986085,124.768733
69,10.798565,124.7687155
70,10.7984765,124.768659
71,10.798464,124.76871225
72,10.79891075,124.76868425
73,10.6528265,124.7834185
74,10.652852625,124.783446625
75,10.652512,124.7840345
76,10.6521055,124.78400125
77,10.652591,124.7832625
78,10.652832625,124.783721375
79,10.6528469285875,124.783674895212
80,10.652842,124.7837035
81,10.65235075,124.7835435
82,10.6524255,124.783547
83,10.65245,124.78359425
84,10.652456,124.783628
85,10.640803,124.785089
86,10.64084425,124.78226925
87,10.640522,124.7804755
88,10.6406245,124.7799105
89,10.6406175,124.7797015
90,10.6406295,124.779672
91,10.63336125,124.7768155
92,10.63338525,124.77682425
93,10.633398,124.776842
94,10.63339625,124.776853
95,10.63341075,124.77687525
96,10.6333925,124.776905
97,10.633398,124.776914
98,10.633411,124.7769295
99,10.63341925,124.776965
100,10.633424,124.77700575
101,10.63341575,124.7770175
102,10.63342875,124.7770345
103,10.633436,124.77704325
104,10.63346575,124.777046
105,10.874049,124.7110515
106,10.8737785,124.711257
107,10.8740055,124.71105
108,10.8737338952833,124.711353465658
