anem_id,mlat,mlon
-9999,10.6333596236,124.776799881375
424,NaN,NaN
432,NaN,NaN
446,NaN,NaN
489,NaN,NaN
533,NaN,NaN
574,NaN,NaN
660,NaN,NaN
730,NaN,NaN
764,NaN,NaN
771,NaN,NaN
782,10.632781104675,124.776797723025
876,NaN,NaN
914,NaN,NaN
916,NaN,NaN
920,NaN,NaN
942,NaN,NaN
947,NaN,NaN
956,NaN,NaN
972,NaN,NaN
1003,NaN,NaN
1007,NaN,NaN
1063,NaN,NaN
1135,NaN,NaN
1142,NaN,NaN
1143,NaN,NaN
1194,NaN,NaN
1202,NaN,NaN
1230,NaN,NaN
1241,NaN,NaN
1255,NaN,NaN
1260,NaN,NaN
1263,NaN,NaN
2001,NaN,NaN
2002,NaN,NaN
2008,NaN,NaN
2011,NaN,NaN
2012,NaN,NaN
2013,NaN,NaN
2014,NaN,NaN
2018,NaN,NaN
2021,NaN,NaN
2025,NaN,NaN
2029,NaN,NaN
2032,NaN,NaN
2036,NaN,NaN
2041,NaN,NaN
2067,NaN,NaN
2140,NaN,NaN
2142,NaN,NaN
2144,NaN,NaN
2149,10.632515440225,124.77678705705
2150,10.6325344881,124.77669227870001
2151,10.63268775122,124.77659364045999
2152,10.63267397136,124.77660384962
2153,10.632686221499998,124.77664789650001
2154,10.6326782168,124.776717131025
2160,10.633142679,124.77701938244999
2162,NaN,NaN
2164,NaN,NaN
2166,NaN,NaN
2167,10.63269921764,124.77693905868
2169,NaN,NaN
2172,NaN,NaN
2175,10.633360168425,124.776833932825
2177,NaN,NaN
2178,NaN,NaN
2179,NaN,NaN
2180,NaN,NaN
2181,NaN,NaN
2184,10.6332214689,124.776990611575
2185,NaN,NaN
2187,NaN,NaN
2196,NaN,NaN
2197,NaN,NaN
2201,NaN,NaN
2203,NaN,NaN
2204,NaN,NaN
2205,NaN,NaN
2207,NaN,NaN
2208,NaN,NaN
2209,NaN,NaN
2210,NaN,NaN
2211,NaN,NaN
2216,NaN,NaN
2217,NaN,NaN
2218,NaN,NaN
2220,NaN,NaN
2221,NaN,NaN
2222,NaN,NaN
2223,NaN,NaN
2224,NaN,NaN
2226,NaN,NaN
2228,NaN,NaN
2234,NaN,NaN
2237,NaN,NaN
2238,NaN,NaN
2259,NaN,NaN
2260,NaN,NaN
2261,NaN,NaN
2263,NaN,NaN
2283,NaN,NaN
2291,NaN,NaN
2294,NaN,NaN
2309,NaN,NaN
2310,NaN,NaN
2427,NaN,NaN
2461,NaN,NaN
2462,NaN,NaN
2464,NaN,NaN
2467,NaN,NaN
2469,NaN,NaN
2470,NaN,NaN
2485,NaN,NaN
2486,NaN,NaN
2487,NaN,NaN
2489,NaN,NaN
2490,NaN,NaN
2493,NaN,NaN
2528,10.632518688233334,124.7768601682
2530,10.6326936465,124.77673267946666
2531,10.63268775122,124.77659364045999
2537,10.6326982705,124.776876952975
2539,10.632750322125,124.77694560075
2547,10.632940423675,124.7770020738
2550,10.63286951275,124.7769314982
2551,10.63290509395,124.77687070842501
2566,NaN,NaN
2568,NaN,NaN
2569,NaN,NaN
2570,NaN,NaN
2572,NaN,NaN
2579,NaN,NaN
2596,NaN,NaN
2597,NaN,NaN
2602,NaN,NaN
2610,NaN,NaN
2611,NaN,NaN
2613,NaN,NaN
2614,NaN,NaN
2615,NaN,NaN
2616,NaN,NaN
2617,NaN,NaN
2618,NaN,NaN
2620,NaN,NaN
2624,NaN,NaN
2625,NaN,NaN
2626,NaN,NaN
2628,NaN,NaN
2630,NaN,NaN
2634,NaN,NaN
2635,NaN,NaN
2637,NaN,NaN
2638,NaN,NaN
2639,NaN,NaN
2640,NaN,NaN
2642,NaN,NaN
2644,NaN,NaN
2715,NaN,NaN
2716,NaN,NaN
2717,NaN,NaN
2719,NaN,NaN
2720,NaN,NaN
2722,NaN,NaN
2723,NaN,NaN
2724,NaN,NaN
2725,NaN,NaN
2747,10.63228653045,124.77646292885001
2760,10.63254626465,124.77686787955
2762,10.63264419882,124.77691282332
2763,10.6326792226,124.776912261725
2765,10.632690684875,124.776867418525
2769,10.632839421749999,124.7769366321
2770,10.632856960875,124.776939335275
2772,10.63291718485,124.77693830850001
2773,10.632928458475,124.77694482545
2774,10.632929883425,124.7769361292
2775,10.632969739375,124.77695632960001
2776,10.632982067733334,124.7770656645
2777,10.63295067055,124.777060055625
2781,10.63266956245,124.77665120735
2783,10.632786531899999,124.77680239595
2785,10.6326727057,124.77688449665
2786,10.63264510825,124.776859466225
2788,10.632515440225,124.77678705705
2791,NaN,NaN
2792,NaN,NaN
2793,NaN,NaN
2794,NaN,NaN
2795,NaN,NaN
2797,NaN,NaN
2798,NaN,NaN
2799,NaN,NaN
2800,NaN,NaN
2806,NaN,NaN
2807,NaN,NaN
2808,NaN,NaN
2809,NaN,NaN
2812,NaN,NaN
2816,NaN,NaN
2817,NaN,NaN
2819,NaN,NaN
2820,NaN,NaN
2821,NaN,NaN
2822,NaN,NaN
2823,NaN,NaN
2826,NaN,NaN
2827,NaN,NaN
2828,NaN,NaN
2829,NaN,NaN
2830,NaN,NaN
2833,NaN,NaN
2834,NaN,NaN
2835,NaN,NaN
2837,NaN,NaN
2838,NaN,NaN
2839,NaN,NaN
2840,NaN,NaN
2841,NaN,NaN
2846,NaN,NaN
2847,NaN,NaN
2848,NaN,NaN
2864,NaN,NaN
2875,NaN,NaN
2877,NaN,NaN
2880,NaN,NaN
2885,NaN,NaN
2886,NaN,NaN
2887,NaN,NaN
2888,NaN,NaN
2891,NaN,NaN
2892,NaN,NaN
2903,NaN,NaN
2904,NaN,NaN
2906,NaN,NaN
2907,NaN,NaN
2910,NaN,NaN
2916,NaN,NaN
2921,NaN,NaN
2922,NaN,NaN
2923,NaN,NaN
2925,NaN,NaN
2928,NaN,NaN
2931,NaN,NaN
2932,NaN,NaN
2933,NaN,NaN
2935,NaN,NaN
2936,NaN,NaN
2937,NaN,NaN
2938,NaN,NaN
2939,NaN,NaN
2940,NaN,NaN
2941,NaN,NaN
2942,NaN,NaN
2943,NaN,NaN
2944,NaN,NaN
2945,NaN,NaN
2946,NaN,NaN
2948,NaN,NaN
2949,NaN,NaN
2950,NaN,NaN
2951,NaN,NaN
2952,NaN,NaN
2953,NaN,NaN
2954,NaN,NaN
2955,NaN,NaN
2956,NaN,NaN
2957,NaN,NaN
2958,NaN,NaN
2959,NaN,NaN
2960,NaN,NaN
2961,NaN,NaN
2962,NaN,NaN
2963,NaN,NaN
2964,NaN,NaN
2965,NaN,NaN
2966,NaN,NaN
2967,NaN,NaN
2968,NaN,NaN
2969,NaN,NaN
2970,NaN,NaN
2971,NaN,NaN
2972,NaN,NaN
2973,NaN,NaN
2974,NaN,NaN
2975,NaN,NaN
2976,NaN,NaN
2977,NaN,NaN
2978,NaN,NaN
2979,NaN,NaN
2980,NaN,NaN
2981,NaN,NaN
2982,NaN,NaN
2983,NaN,NaN
2984,NaN,NaN
2985,NaN,NaN
2986,NaN,NaN
2987,NaN,NaN
2988,NaN,NaN
2989,NaN,NaN
2990,NaN,NaN
2991,NaN,NaN
2992,NaN,NaN
2993,NaN,NaN
2994,NaN,NaN
2995,NaN,NaN
2996,NaN,NaN
2997,NaN,NaN
2998,NaN,NaN
2999,NaN,NaN
3000,NaN,NaN
3001,NaN,NaN
3002,NaN,NaN
3003,NaN,NaN
3004,NaN,NaN
3005,NaN,NaN
3006,NaN,NaN
3007,NaN,NaN
3008,NaN,NaN
3009,NaN,NaN
3010,NaN,NaN
3011,NaN,NaN
3012,NaN,NaN
3013,NaN,NaN
3014,NaN,NaN
3016,NaN,NaN
3017,NaN,NaN
3018,NaN,NaN
3019,NaN,NaN
3020,NaN,NaN
3021,NaN,NaN
3022,NaN,NaN
3023,NaN,NaN
3024,NaN,NaN
3025,NaN,NaN
3026,NaN,NaN
3028,NaN,NaN
3030,NaN,NaN
3031,NaN,NaN
3032,NaN,NaN
3033,NaN,NaN
3034,NaN,NaN
3035,NaN,NaN
3036,NaN,NaN
3037,NaN,NaN
3038,NaN,NaN
3039,NaN,NaN
3040,NaN,NaN
3041,NaN,NaN
3042,NaN,NaN
3043,NaN,NaN
3044,NaN,NaN
3045,NaN,NaN
3046,NaN,NaN
3047,NaN,NaN
3048,NaN,NaN
3049,NaN,NaN
3050,NaN,NaN
3051,NaN,NaN
3052,NaN,NaN
3053,NaN,NaN
3054,NaN,NaN
3055,NaN,NaN
3056,NaN,NaN
3057,NaN,NaN
3058,NaN,NaN
3059,NaN,NaN
3060,NaN,NaN
3061,NaN,NaN
3062,NaN,NaN
3063,NaN,NaN
3064,NaN,NaN
3065,NaN,NaN
3066,NaN,NaN
3067,NaN,NaN
3068,NaN,NaN
3069,NaN,NaN
3070,NaN,NaN
3071,NaN,NaN
3072,NaN,NaN
3073,NaN,NaN
3074,NaN,NaN
3075,NaN,NaN
3076,NaN,NaN
3077,NaN,NaN
3078,NaN,NaN
3079,NaN,NaN
3080,NaN,NaN
3081,NaN,NaN
3082,NaN,NaN
3083,NaN,NaN
3084,NaN,NaN
3085,NaN,NaN
3086,NaN,NaN
3087,NaN,NaN
3088,NaN,NaN
3090,NaN,NaN
3091,NaN,NaN
3092,NaN,NaN
3093,NaN,NaN
3094,NaN,NaN
3095,NaN,NaN
3096,NaN,NaN
3097,NaN,NaN
3098,NaN,NaN
3099,NaN,NaN
3100,NaN,NaN
3102,NaN,NaN
3103,NaN,NaN
3104,NaN,NaN
3105,NaN,NaN
3106,NaN,NaN
3107,NaN,NaN
