anem_id,mlat,mlon
-9999,10.676723287908333,124.7675413324125
79,10.652896834075001,124.7837391123
268,10.873784332075,124.711235545075
280,10.87318787585,124.712156129525
348,10.764215255625,124.78531440719999
381,10.7642745995,124.7853267914625
415,10.87320807625,124.71216641835
419,10.8729862282,124.712190453425
423,10.872829088475,124.711907187
424,10.8728557429125,124.7119285084625
432,10.873171656875,124.711991529925
435,10.87370445255,124.711431199675
446,10.6409002561,124.783559425275
454,10.652853352966666,124.783736011
489,10.873916095624999,124.710755471625
533,10.6346400641,124.77638715645
574,10.63511414455,124.776047123575
660,10.871961310025,124.71392389385
715,10.7690940785625,124.78367880452501
729,10.8742511412,124.71078365574999
730,10.874346841600001,124.7108368599
764,10.6344049936,124.7763865907
771,10.634489294625,124.776556428975
782,10.632781104675,124.776797723025
793,10.6521016429,124.784267821825
876,10.87288287935,124.71217268379999
883,10.873309392475,124.712109819525
901,10.755132311,124.785061923325
903,10.764472202875,124.785388482275
910,10.872890695475,124.712136872125
914,10.873118243175,124.7115893243
916,10.873110217499999,124.7116148053
920,10.873464625325,124.71210087185
942,10.873905722975,124.7109020396625
947,10.87403478335,124.71044368575
956,10.873526274225,124.711609482775
972,10.874198942925,124.7109848424
1003,10.633840011425,124.77658664572499
1007,10.6342675304,124.7767306678
1063,10.871803248299999,124.713780856675
1135,10.871438991725,124.71401802267499
1142,10.871487816325,124.71387974219999
1143,10.871487816325,124.71387974219999
1194,10.6347697531,124.77627441985
1202,10.635148929425,124.776135259325
1217,10.636161882425,124.775741896575
1218,10.636175489033333,124.77574632503334
1230,10.6405692338,124.781907687425
1241,10.63568535025,124.77576574312499
1255,10.64072362845,124.78119036415
1260,10.635340204475,124.7760170535
1263,10.635300138975,124.775988073075
1312,10.769115909933333,124.78368555196667
2001,10.87466200115,124.71065878635
2002,10.874474560874999,124.71053351879999
2008,10.873797261162501,124.7108791361125
2011,10.8740587556,124.71076661955
2012,10.874061710174999,124.7108021169
2013,10.873932796550001,124.71077917145
2014,10.8738939045125,124.710702131275
2018,10.8729331288375,124.7118588339
2020,10.872988072225,124.712123000025
2021,10.873295436625,124.71217339625
2022,10.87332913185,124.71213900949999
2025,10.871405820375,124.714013580225
2029,10.87138411125,124.713953377225
2032,10.87158933165,124.71418812288749
2036,10.87136686545,124.714169190275
2041,10.87140508695,124.7140111914
2063,10.868711646175,124.71677669557499
2067,10.869121437425,124.716339809825
2072,10.869066494075,124.716335639825
2130,10.755144108525,124.7850747686
2131,10.753338290366667,124.78439471686667
2140,10.64108637625,124.782966761825
2142,10.64107952405,124.78269145825
2144,10.640575813575,124.78188205975
2149,10.632515440225,124.77678705705
2150,10.6325344881,124.77669227870001
2151,10.63268775122,124.77659364045999
2152,10.63267397136,124.77660384962
2153,10.632686221499998,124.77664789650001
2154,10.6326782168,124.776717131025
2160,10.633142679,124.77701938244999
2162,10.633879133975,124.77669812505
2164,10.6341191707,124.77652476635001
2166,10.634270191675,124.77672392035
2167,10.71201639623,124.75666214804333
2169,10.6343369745,124.77672706357501
2172,10.63480349025,124.776239278725
2175,10.633360168425,124.776833932825
2177,10.633571350475,124.77680256357499
2178,10.63363411,124.77681595364999
2179,10.633699740275,124.776784081475
2180,10.63372597565,124.77678594645
2181,10.633876367925,124.7766256635
2184,10.6332214689,124.776990611575
2185,10.633405766,124.777037194025
2187,10.633731109575,124.77688168875
2196,10.87401110445,124.710499634975
2197,10.8739145135125,124.7104950668375
2201,10.873875212862501,124.71080607733751
2203,10.8744173124625,124.71070212078749
2204,10.8743944927125,124.710671327775
2205,10.8744356688,124.7107260721
2207,10.87436771255,124.71078946025
2208,10.8743242418875,124.71082816365
2209,10.874333472475,124.710846960075
2210,10.8741553151,124.710915125875
2211,10.87395343695,124.710918562475
2216,10.87371731875,124.711092507925
2217,10.873741752,124.7112242924
2218,10.873673711925,124.7112852498
2220,10.873593287524999,124.71106603160001
2221,10.87364269885,124.711008584125
2222,10.873531659575,124.710989200975
2223,10.8735532011,124.71098356415
2224,10.873513397525,124.7116813785375
2226,10.873505675699999,124.71209896495
2228,10.873523256725,124.711997648725
2234,10.873225280075001,124.7120915679
2236,10.873013678949999,124.712125242225
2237,10.872934029900001,124.712180290375
2238,10.8728645439,124.71220883075
2239,10.872954942725,124.712125535575
2259,10.640818700175,124.7849404486
2260,10.640639390325,124.7845561593
2261,10.64064632635,124.7840927029
2263,10.640874356025,124.78349721059999
2266,10.652709435675,124.783445200875
2267,10.652685295766666,124.78325609116666
2279,10.76902552505,124.783536584575
2280,10.7686154265,124.78388856163333
2281,10.768519551499999,124.78394423845
2283,10.87152425665,124.714275766125
2291,10.871537500075,124.7141278046
2294,10.87146329925,124.713890366225
2309,10.743805279475,124.78658305015
2310,10.743589131175,124.786507592075
2318,10.7643160899,124.785325094125
2319,10.7636668277,124.78529016255
2410,10.7558018365,124.785469514325
2427,10.8601100743,124.7224390274
2461,10.869796480966667,124.71579057166667
2462,10.870858167775001,124.7144544893
2464,10.870706036225,124.71458799205
2467,10.870391337675,124.7147939354
2469,10.870253329650001,124.715089900425
2470,10.8702444448,124.71512240125
2485,10.873106854275001,124.7116069262875
