"lat","lon","date","site","anem_id","anem_obs"
10.85493856575,124.7277348186,"2015-01-12","Cabatoan","871",1063
10.855615,124.726468,"2015-01-12","Cabatoan","952",NA
10.85499011445,124.727657642225,"2015-01-12","Cabatoan","906",1019
10.85558925,124.72681575,"2015-01-12","Cabatoan","195",1008
10.855001618625,124.72762761405,"2015-01-12","Cabatoan","389",1003
10.858418878625,124.72433851335,"2015-01-15","Magbangon","1111",542
10.8550724038,124.727620384675,"2015-01-12","Cabatoan","388",992
10.87428102268,124.7106518671,"2015-05-29","Palanas","1028",991
10.855618,124.726901,"2015-01-12","Cabatoan","689",975
10.855147421825,124.727398243275,"2015-01-12","Cabatoan","872",102
10.8552052779,124.727317609375,"2015-01-12","Cabatoan","907",NA
10.855165862,124.7272949363,"2015-01-12","Cabatoan","873",988
10.8553289948,124.726734689925,"2015-01-12","Cabatoan","931",539
10.85534471085,124.7268553474,"2015-01-12","Cabatoan","383",932
10.85670907515,124.725288937325,"2015-01-12","Cabatoan","933",NA
10.85712033325,124.724973358675,"2015-01-12","Cabatoan","934",1036
10.871396348825,124.7139532934,"2015-05-31","Wangag","1143",981
10.87139578305,124.7141716839,"2015-01-14","Wangag","605",860
10.861600607175,124.7214161628,"2015-06-02","Magbangon","2089",NA
10.8616130124,124.7214441374,"2015-06-04","Magbangon","2092",NA
10.8696709969,124.7159720119,"2015-01-15","Wangag","1121",856
10.764473062,124.785399734975,"2015-06-08","Poroc San Flower","903",728
10.6405636389,124.7819544794,"2015-06-09","Haina","1230",850
10.633688445675,124.776800468125,"2015-06-13","Sitio Baybayon","810",515
10.8579949639,124.725030544225,"2015-01-15","Magbangon","1067",NA
10.72769980875,124.79345991975,"2015-05-28","Gabas","1288",866
10.64081371295,124.784941475375,"2015-06-09","Haina","1229",835
10.633715791625,124.77679895935,"2015-06-13","Sitio Baybayon","401",834
10.633458551,124.776732574675,"2015-01-09","Sitio Baybayon","797",1087
10.63446926185,124.776599742475,"2015-01-10","Sitio Baybayon","771",NA
10.63502946635,124.776196971075,"2015-01-10","Sitio Baybayon","566",1067
10.856488379675,124.725652879575,"2015-01-12","Cabatoan","217",1071
10.8574213693,124.724851464875,"2015-01-15","Magbangon","1065",NA
10.85749716265,124.7249320359,"2015-01-15","Magbangon","203",807
10.8585332497,124.723945129675,"2015-01-15","Magbangon","1113",NA
10.8566402807,124.7254749108,"2015-01-12","Cabatoan","932",NA
10.8619135,124.721093,"2015-01-15","Magbangon","1087",NA
10.859766227675,124.72271064295,"2015-01-15","Magbangon","678",781
10.872786613175,124.711818653175,"2015-01-13","Palanas","427",306
10.869829142475,124.715942067575,"2015-01-15","Wangag","595",642
10.86985259085,124.715833689525,"2015-01-15","Wangag","1123",NA
10.6339230761,124.776646052475,"2015-01-19","Sitio Baybayon","411",323
10.633941914425,124.77660294855,"2015-01-19","Sitio Baybayon","1151",721
10.634119003075,124.776566906375,"2015-01-19","Sitio Baybayon","1006",NA
10.63465848335,124.776255036725,"2015-01-19","Sitio Baybayon","562",350
10.634802693975,124.776196300525,"2015-01-19","Sitio Baybayon","563",714
10.63503849785,124.7763994988,"2015-01-19","Sitio Baybayon","1195",NA
10.635013016875,124.776415152025,"2015-01-19","Sitio Baybayon","1012",NA
10.871794635875,124.71373395995,"2015-01-14","Wangag","663",611
10.857662872875,124.7250020667,"2015-01-15","Magbangon","1066",50
10.633622815375,124.776656844175,"2015-01-19","Sitio Baybayon","398",652
10.6358044362,124.77592736715,"2015-01-19","Sitio Baybayon","1166",NA
10.635129336725,124.77586234455,"2015-01-19","Sitio Baybayon","1201",NA
10.641210596075,124.7805598774,"2015-01-20","Haina","1253",NA
10.6409335113,124.78264282225,"2015-01-20","Haina","1205",NA
10.635161669925,124.77581320565,"2015-01-20","Sitio Baybayon","1257",NA
10.635343745825,124.7757468,"2015-01-20","Sitio Baybayon","1235",NA
10.6357930787,124.7757556429,"2015-01-20","Sitio Baybayon","1240",NA
10.635741194725,124.77580999955,"2015-01-20","Sitio Baybayon","1242",NA
10.63535654915,124.77608494695,"2015-01-20","Sitio Baybayon","1264",NA
10.6353220786,124.77621853355,"2015-01-20","Sitio Baybayon","1266",NA
10.798350409575,124.768750718825,"2015-01-21","Elementary School","702",686
10.798788720275,124.768649151075,"2015-01-21","Elementary School","1304",683
10.769213112075,124.783624887925,"2015-01-22","San Agustin","1270",935
10.861428400975,124.7213898855,"2015-01-22","Magbangon","1274",NA
10.8614648832,124.721449585625,"2015-01-22","Magbangon","1275",NA
10.8577615,124.724637,"2015-01-12","Cabatoan","955",68
10.861184655225,124.7217174084,"2015-02-01","Magbangon","1343",NA
10.861014230175,124.721792615025,"2015-02-01","Magbangon","687",NA
10.860933114325,124.721846950675,"2015-02-01","Magbangon","1376",NA
10.860949626675,124.7219240642,"2015-02-01","Magbangon","1382",NA
10.641132162425,124.77847846225,"2015-02-02","Haina","1454",1
10.860949626675,124.7219240642,"2015-02-01","Magbangon","1383",NA
10.860833767825,124.721893302625,"2015-02-01","Magbangon","501",681
10.641500798525,124.778086901625,"2015-02-02","Haina","1392",NA
10.861462745825,124.7214556206,"2015-01-22","Magbangon","1277",NA
10.8576775,124.7246665,"2015-01-12","Cabatoan","954",144
10.861426074975,124.721607731175,"2015-01-22","Magbangon","1283",NA
10.7271702611,124.793326982775,"2015-01-31","Gabas","1340",668
10.861055217675,124.7215058701,"2015-02-01","Magbangon","1294",NA
10.861006267375,124.721761245775,"2015-02-01","Magbangon","1368",NA
10.860960020225,124.721759338875,"2015-02-01","Magbangon","1371",NA
10.860934497325,124.721793138875,"2015-02-01","Magbangon","1374",NA
10.8609941974,124.72191492795,"2015-02-01","Magbangon","1379",666
10.860949626675,124.7219240642,"2015-02-01","Magbangon","1381",900
10.6408017897,124.77928373265,"2015-02-02","Haina","1397",NA
10.874303821475,124.710614215575,"2015-05-29","Palanas","1029",664
10.874140437225,124.710742982575,"2015-05-29","Palanas","493",774
10.8743781689333,124.7107470408,"2015-05-29","Palanas","948",288
10.87287973615,124.71216203875,"2015-05-30","Palanas","910",662
10.873355597725,124.7121342318,"2015-05-30","Palanas","2022",764
10.87160419905,124.714219397875,"2015-05-31","Wangag","1079",661
10.8713520714,124.714168792125,"2015-05-31","Wangag","170",750
10.8714298974,124.71407652835,"2015-05-31","Wangag","2040",NA
10.8714901423,124.714273943125,"2015-06-01","Wangag","2043",899
10.86898122915,124.71644843925,"2015-06-02","Wangag","1040",700
10.869494767375,124.7162804869,"2015-06-02","Wangag","1101",639
10.861454321975,124.721507777,"2015-06-04","Magbangon","2103",NA
10.860938353,124.721663659475,"2015-06-04","Magbangon","505",637
10.6327549531,124.77677626535,"2015-06-11","Sitio Baybayon","782",240
10.8609953709,124.72154685765,"2015-02-01","Magbangon","1296",NA
10.861156973975,124.721502747875,"2015-02-01","Magbangon","1290",NA
10.640571496925,124.78184784065,"2015-06-09","Haina","2144",NA
10.86888563355,124.716649185875,"2015-06-02","Wangag","2062",NA
10.857664905475,124.724571425475,"2015-01-12","Cabatoan","936",487
10.87135927985,124.714171914375,"2015-05-31","Wangag","2036",590
10.85759539855,124.72463322105,"2015-01-12","Cabatoan","935",NA
10.87292072365,124.711887133325,"2015-05-30","Palanas","428",434
10.6409008219,124.783561646475,"2015-06-09","Haina","446",576
10.652893544175,124.7835253319,"2015-06-09","Tamakin Dacot","452",574
10.86156827395,124.72132909575,"2015-06-04","Magbangon","2097",NA
10.854953925625,124.727738946675,"2015-06-05","Cabatoan","871",1063
10.85737675,124.7247245,"2015-01-12","Cabatoan","953",46
10.8739146078,124.710782670875,"2015-05-29","Palanas","2013",467
